
,,Sales Person,Geography,Product,Date,Sales,Boxes
,,Brien Boise,New Zealand   ,After Nines,12/26/2023,6660,86
,,Curtice Advani,Australia ,Manuka Honey Choco,09/01/2023,14055.75,232
,,Camilla Castle,India   ,Smooth Silky Salty,10/17/2023,10091.25,20
,,Dennison Crosswaite,USA   ,Smooth Silky Salty,02/10/2023,3226.5,817
,,Gunar Cockshoot,Australia ,Baker's Choco Chips,05/18/2023,5904,41
,,Roddy Speechley,Australia   ,Manuka Honey Choco,12/25/2023,578.25,281
,,Van Tuxwell,USA,Spicy Special Slims,02/12/2024,4050,267
,,Barr Faughny,New Zealand ,Orange Choco,02/08/2024,7137,89
,,Dotty Strutley,UK ,Fruit & Nut Bars,09/28/2023,2421,1220
,,Gigi Bohling,Australia   ,Manuka Honey Choco,10/06/2023,6545.25,445
,,Barr Faughny,UK ,Drinking Coco,10/26/2023,4986,238
,,Madelene Upcott,UK   ,Eclairs,11/08/2023,2270.25,333
,,Curtice Advani,Australia  ,50% Dark Bites,08/22/2023,1813.5,135
,,Brien Boise,New Zealand   ,Smooth Silky Salty,02/14/2024,10552.5,386
,,Husein Augar,New Zealand  ,Spicy Special Slims,10/16/2023,513,462
,,Beverie Moffet,Australia  ,Caramel Stuffed Bars,02/14/2023,5418,366
,,Kelci Walkden,India   ,White Choc,02/02/2024,2299.5,195
,,Mallorie Waber,UK,Smooth Silky Salty,07/20/2023,5706,336
,,Dennison Crosswaite,Canada ,Choco Coated Almonds,03/29/2023,1080,415
,,Wilone O'Kielt,USA,After Nines,09/01/2023,6734.25,396
,,Kelci Walkden,UK   ,Manuka Honey Choco,09/20/2023,8014.5,274
,,Karlen McCaffrey,UK  ,Mint Chip Choco,04/17/2023,1930.5,341
,,Kelci Walkden,Canada  ,After Nines,03/16/2023,3816,385
,,Andria Kimpton,India ,White Choc,01/18/2024,6090.75,169
,,Gigi Bohling,Canada   ,70% Dark Bites,02/14/2023,11254.5,327
,,Rafaelita Blaksland,India,White Choc,06/27/2023,4527,471
,,Madelene Upcott,Australia,Raspberry Choco,08/15/2023,5881.5,467
,,Beverie Moffet,USA   ,Drinking Coco,05/16/2023,6169.5,1028
,,Gunar Cockshoot,India  ,Peanut Butter Cubes,09/04/2023,7546.5,79
,,Karlen McCaffrey,India  ,Peanut Butter Cubes,08/07/2023,6291,320
,,Curtice Advani,UK  ,Mint Chip Choco,07/19/2023,3348,288
,,Gunar Cockshoot,Canada ,Organic Choco Syrup,02/02/2023,7134.75,333
,,Camilla Castle,Australia ,Fruit & Nut Bars,12/18/2023,13493.25,634
,,Gunar Cockshoot,India,Orange Choco,08/30/2023,821.25,526
,,Mallorie Waber,UK ,Eclairs,04/25/2023,3366,607
,,Wilone O'Kielt,UK  ,Milk Bars,04/14/2023,4232.25,143
,,Kaine Padly,Canada   ,Raspberry Choco,02/02/2023,6266.25,239
,,Kaine Padly,New Zealand   ,70% Dark Bites,05/19/2023,10325.25,378
,,Camilla Castle,Australia,After Nines,03/01/2023,3541.5,55
,,Dotty Strutley,UK,85% Dark Bars,02/06/2024,2781,331
,,Mallorie Waber,New Zealand ,Mint Chip Choco,08/25/2023,13155.75,230
,,Husein Augar,USA  ,After Nines,02/12/2024,6196.5,138
,,Gunar Cockshoot,USA,After Nines,01/19/2024,819,86
,,Van Tuxwell,Australia ,Manuka Honey Choco,12/05/2023,2135.25,3
,,Kelci Walkden,Australia   ,Spicy Special Slims,11/17/2023,7173,46
,,Rafaelita Blaksland,Australia,50% Dark Bites,06/13/2023,1874.25,83
,,Van Tuxwell,Australia ,99% Dark & Pure,07/20/2023,2736,38
,,Marney O'Breen,USA ,Milk Bars,05/04/2023,1566,272
,,Dennison Crosswaite,Canada,50% Dark Bites,11/30/2023,10057.5,301
,,Ches Bonnell,India  ,After Nines,02/28/2024,7499.25,35
,,Rafaelita Blaksland,India   ,Organic Choco Syrup,02/21/2024,4367.25,361
,,Gunar Cockshoot,UK ,Orange Choco,01/30/2024,3138.75,351
,,Andria Kimpton,New Zealand   ,Mint Chip Choco,11/03/2023,6023.25,230
,,Kaine Padly,Canada  ,Mint Chip Choco,09/29/2023,983.25,344
,,Brien Boise,New Zealand ,Spicy Special Slims,07/11/2023,2922.75,5
,,Kelci Walkden,USA ,Smooth Silky Salty,07/10/2023,11880,605
,,Karlen McCaffrey,Canada,Smooth Silky Salty,01/10/2024,13497.75,513
,,Ches Bonnell,USA,Eclairs,12/06/2023,4729.5,428
,,Dennison Crosswaite,India,Drinking Coco,06/12/2023,7123.5,502
,,Roddy Speechley,Australia ,White Choc,11/21/2023,7677,369
,,Mallorie Waber,India   ,Baker's Choco Chips,08/09/2023,9535.5,765
,,Roddy Speechley,USA,Drinking Coco,06/09/2023,4095,19
,,Barr Faughny,India   ,Organic Choco Syrup,10/10/2023,6624,143
,,Karlen McCaffrey,Australia   ,Organic Choco Syrup,02/21/2024,9630,25
,,Marney O'Breen,New Zealand ,Fruit & Nut Bars,02/06/2024,7305.75,26
,,Rafaelita Blaksland,USA   ,White Choc,08/03/2023,11092.5,183
,,Rafaelita Blaksland,UK,Spicy Special Slims,01/26/2024,15255,542
,,Oby Sorrel,India ,Almond Choco,12/18/2023,12519,492
,,Gigi Bohling,UK ,Mint Chip Choco,08/30/2023,1577.25,160
,,Jehu Rudeforth,Canada,Eclairs,09/12/2023,5242.5,1170
,,Camilla Castle,Canada  ,Organic Choco Syrup,10/12/2023,9139.5,548
,,Karlen McCaffrey,New Zealand   ,White Choc,12/15/2023,2823.75,93
,,Van Tuxwell,USA   ,Raspberry Choco,05/02/2023,16546.5,271
,,Curtice Advani,New Zealand   ,Manuka Honey Choco,03/21/2023,18742.5,420
,,Madelene Upcott,Australia,70% Dark Bites,07/20/2023,3332.25,546
,,Brien Boise,UK   ,Raspberry Choco,06/09/2023,11468.25,322
,,Rafaelita Blaksland,New Zealand ,Fruit & Nut Bars,09/01/2023,9258.75,3
,,Jehu Rudeforth,India,Choco Coated Almonds,08/09/2023,4275,227
,,Van Tuxwell,India   ,85% Dark Bars,07/04/2023,9951.75,73
,,Beverie Moffet,New Zealand,Milk Bars,04/26/2023,9,206
,,Mallorie Waber,UK ,Caramel Stuffed Bars,01/24/2024,2533.5,879
,,Wilone O'Kielt,India ,Orange Choco,05/17/2023,5222.25,461
,,Jehu Rudeforth,USA ,Fruit & Nut Bars,06/06/2023,1480.5,194
,,Oby Sorrel,Canada  ,Spicy Special Slims,08/07/2023,4133.25,382
,,Husein Augar,UK ,Drinking Coco,04/19/2023,6230.25,14
,,Marney O'Breen,New Zealand ,Organic Choco Syrup,09/07/2023,10374.75,450
,,Dennison Crosswaite,USA ,Fruit & Nut Bars,09/13/2023,14377.5,215
,,Rafaelita Blaksland,New Zealand ,Organic Choco Syrup,04/12/2023,15945.75,293
,,Oby Sorrel,India  ,50% Dark Bites,11/13/2023,4772.25,33
,,Marney O'Breen,India  ,Raspberry Choco,03/01/2023,1876.5,680
,,Gigi Bohling,India  ,Manuka Honey Choco,05/23/2023,6833.25,146
,,Dotty Strutley,USA  ,Raspberry Choco,08/22/2023,6653.25,739
,,Beverie Moffet,Canada   ,Orange Choco,06/12/2023,6320.25,963
,,Jehu Rudeforth,Australia,50% Dark Bites,02/05/2024,3685.5,10
,,Dotty Strutley,USA ,After Nines,01/22/2024,3316.5,743
,,Jehu Rudeforth,Australia  ,Mint Chip Choco,11/08/2023,3577.5,273
,,Mallorie Waber,Australia  ,Eclairs,11/03/2023,5663.25,108
,,Dennison Crosswaite,India   ,50% Dark Bites,01/02/2024,6313.5,159
,,Ches Bonnell,New Zealand ,Almond Choco,07/21/2023,4839.75,217
,,Beverie Moffet,India ,Manuka Honey Choco,12/22/2023,3231,305
,,Dotty Strutley,New Zealand ,Smooth Silky Salty,12/21/2023,5170.5,56
,,Wilone O'Kielt,USA   ,Raspberry Choco,04/10/2023,3010.5,273
,,Ches Bonnell,India   ,Drinking Coco,11/08/2023,5253.75,715
,,Karlen McCaffrey,India   ,Milk Bars,05/01/2023,5089.5,51
,,Jehu Rudeforth,New Zealand ,Almond Choco,07/26/2023,2074.5,92
,,Jehu Rudeforth,India ,Almond Choco,02/28/2023,6795,532
,,Kelci Walkden,USA ,Peanut Butter Cubes,02/23/2024,13635,3
,,Dennison Crosswaite,Australia ,70% Dark Bites,02/05/2024,2346.75,654
,,Andria Kimpton,UK,Organic Choco Syrup,04/21/2023,3177,59
,,Roddy Speechley,Canada  ,White Choc,05/16/2023,3555,73
,,Camilla Castle,USA,Peanut Butter Cubes,02/28/2023,9747,48
,,Gunar Cockshoot,Australia  ,Organic Choco Syrup,09/11/2023,6374.25,368
,,Madelene Upcott,India   ,Fruit & Nut Bars,12/05/2023,1262.25,922
,,Madelene Upcott,Australia  ,Baker's Choco Chips,10/30/2023,5361.75,636
,,Karlen McCaffrey,India ,Organic Choco Syrup,11/30/2023,11787.75,128
,,Dennison Crosswaite,New Zealand  ,Manuka Honey Choco,07/14/2023,2801.25,122
,,Gunar Cockshoot,India  ,Eclairs,06/01/2023,7044.75,930
,,Andria Kimpton,New Zealand   ,After Nines,08/25/2023,4392,200
,,Andria Kimpton,UK   ,99% Dark & Pure,02/20/2024,6169.5,196
,,Roddy Speechley,Canada  ,Smooth Silky Salty,02/21/2024,9911.25,488
,,Kelci Walkden,New Zealand,Peanut Butter Cubes,01/23/2024,49.5,403
,,Kelci Walkden,India ,70% Dark Bites,07/12/2023,117,540
,,Mallorie Waber,India,Fruit & Nut Bars,02/24/2023,9434.25,7
,,Jan Morforth,Canada   ,99% Dark & Pure,02/15/2023,5829.75,131
,,Gunar Cockshoot,USA   ,Caramel Stuffed Bars,11/09/2023,10233,704
,,Roddy Speechley,Canada  ,Eclairs,02/02/2023,3568.5,390
,,Andria Kimpton,Canada,50% Dark Bites,08/25/2023,5998.5,208
,,Beverie Moffet,UK,Raspberry Choco,01/10/2024,3150,441
,,Gigi Bohling,USA,Choco Coated Almonds,04/13/2023,4992.75,380
,,Van Tuxwell,New Zealand,Raspberry Choco,12/21/2023,9711,313
,,Barr Faughny,Canada ,Eclairs,08/10/2023,3627,1591
,,Ches Bonnell,New Zealand   ,Peanut Butter Cubes,02/19/2024,11405.25,73
,,Andria Kimpton,India   ,Peanut Butter Cubes,02/09/2023,10266.75,105
,,Jehu Rudeforth,UK ,Eclairs,09/14/2023,3478.5,19
,,Gigi Bohling,UK   ,Manuka Honey Choco,12/14/2023,7602.75,90
,,Rafaelita Blaksland,Canada   ,Baker's Choco Chips,04/25/2023,1872,32
,,Gigi Bohling,India ,Spicy Special Slims,07/27/2023,6509.25,161
,,Dennison Crosswaite,USA  ,Milk Bars,07/13/2023,3114,111
,,Van Tuxwell,Canada,White Choc,08/01/2023,6248.25,697
,,Karlen McCaffrey,Australia,Spicy Special Slims,03/10/2023,3879,95
,,Dotty Strutley,UK  ,70% Dark Bites,07/06/2023,7830,165
,,Mallorie Waber,India ,70% Dark Bites,05/09/2023,7560,467
,,Jan Morforth,Canada   ,70% Dark Bites,05/17/2023,3708,188
,,Wilone O'Kielt,UK ,Mint Chip Choco,01/22/2024,2981.25,475
,,Roddy Speechley,USA   ,Peanut Butter Cubes,03/06/2023,7983,197
,,Andria Kimpton,Australia  ,Organic Choco Syrup,09/08/2023,274.5,457
,,Oby Sorrel,USA  ,Raspberry Choco,09/15/2023,189,147
,,Mallorie Waber,New Zealand ,Manuka Honey Choco,09/25/2023,4277.25,546
,,Husein Augar,Canada,Drinking Coco,12/15/2023,6106.5,1173
,,Andria Kimpton,UK  ,Raspberry Choco,02/28/2023,1392.75,393
,,Beverie Moffet,Australia  ,Manuka Honey Choco,02/23/2024,2763,222
,,Beverie Moffet,Canada ,Peanut Butter Cubes,02/22/2023,9436.5,63
,,Gunar Cockshoot,UK  ,Choco Coated Almonds,03/31/2023,2252.25,225
,,Karlen McCaffrey,UK  ,Caramel Stuffed Bars,05/16/2023,3978,597
,,Kaine Padly,Australia   ,Smooth Silky Salty,05/22/2023,1449,304
,,Brien Boise,USA ,Orange Choco,05/16/2023,11515.5,719
,,Gunar Cockshoot,UK  ,Organic Choco Syrup,11/20/2023,9942.75,582
,,Jehu Rudeforth,Canada   ,Choco Coated Almonds,12/29/2023,10019.25,352
,,Andria Kimpton,USA  ,50% Dark Bites,09/27/2023,760.5,154
,,Mallorie Waber,Australia   ,Milk Bars,09/21/2023,6376.5,658
,,Husein Augar,USA  ,Peanut Butter Cubes,02/08/2023,4122,284
,,Beverie Moffet,India ,White Choc,04/24/2023,10113.75,276
,,Madelene Upcott,New Zealand ,Manuka Honey Choco,03/23/2023,2432.25,117
,,Ches Bonnell,New Zealand ,Choco Coated Almonds,04/27/2023,1044,294
,,Curtice Advani,UK   ,Baker's Choco Chips,09/01/2023,2232,866
,,Brien Boise,India ,Manuka Honey Choco,03/15/2023,5231.25,256
,,Marney O'Breen,New Zealand  ,Milk Bars,03/02/2023,1147.5,349
,,Gigi Bohling,USA ,Orange Choco,05/18/2023,4824,415
,,Ches Bonnell,USA  ,Fruit & Nut Bars,02/03/2023,497.25,653
,,Rafaelita Blaksland,Canada ,Fruit & Nut Bars,08/11/2023,670.5,146
,,Dotty Strutley,Australia   ,Organic Choco Syrup,06/30/2023,7695,498
,,Jehu Rudeforth,UK,Almond Choco,04/27/2023,2875.5,139
,,Jan Morforth,USA,85% Dark Bars,01/02/2024,2641.5,433
,,Rafaelita Blaksland,UK   ,Fruit & Nut Bars,11/03/2023,6295.5,195
,,Brien Boise,Australia ,Mint Chip Choco,01/23/2024,4144.5,135
,,Dennison Crosswaite,India  ,85% Dark Bars,10/16/2023,1071,285
,,Jehu Rudeforth,USA ,Choco Coated Almonds,11/09/2023,2549.25,196
,,Kaine Padly,India,Eclairs,01/25/2024,288,864
,,Dennison Crosswaite,Canada ,Eclairs,04/28/2023,965.25,477
,,Rafaelita Blaksland,New Zealand  ,After Nines,03/22/2023,9922.5,41
,,Rafaelita Blaksland,UK   ,Peanut Butter Cubes,12/21/2023,3638.25,503
,,Mallorie Waber,Canada ,Peanut Butter Cubes,08/25/2023,8370,84
,,Jan Morforth,India ,Fruit & Nut Bars,09/14/2023,11187,571
,,Barr Faughny,New Zealand ,Milk Bars,08/16/2023,10845,418
,,Roddy Speechley,New Zealand  ,85% Dark Bars,01/19/2024,1273.5,438
,,Karlen McCaffrey,New Zealand  ,Drinking Coco,01/17/2024,4743,600
,,Dotty Strutley,Canada   ,99% Dark & Pure,12/22/2023,12114,77
,,Camilla Castle,New Zealand,70% Dark Bites,04/07/2023,6844.5,123
,,Beverie Moffet,UK,Spicy Special Slims,10/05/2023,1869.75,149
,,Marney O'Breen,India,Milk Bars,10/19/2023,2171.25,159
,,Roddy Speechley,Canada ,85% Dark Bars,02/16/2024,6518.25,112
,,Jehu Rudeforth,UK   ,85% Dark Bars,01/31/2024,11952,153
,,Barr Faughny,UK  ,White Choc,04/27/2023,76.5,613
,,Kelci Walkden,USA ,50% Dark Bites,08/09/2023,4311,153
,,Gunar Cockshoot,UK   ,Mint Chip Choco,12/06/2023,7866,91
,,Roddy Speechley,UK   ,Manuka Honey Choco,08/23/2023,14778,157
,,Dotty Strutley,New Zealand   ,85% Dark Bars,01/25/2024,8961.75,70
,,Camilla Castle,New Zealand,Baker's Choco Chips,04/12/2023,1629,106
,,Van Tuxwell,India   ,70% Dark Bites,02/14/2024,1719,53
,,Rafaelita Blaksland,Australia ,Almond Choco,03/15/2023,1930.5,112
,,Beverie Moffet,USA  ,Peanut Butter Cubes,10/11/2023,5712.75,244
,,Oby Sorrel,UK   ,Drinking Coco,11/14/2023,5643,265
,,Curtice Advani,Australia  ,85% Dark Bars,01/19/2024,6680.25,761
,,Madelene Upcott,USA,After Nines,03/20/2023,2227.5,233
,,Van Tuxwell,New Zealand,White Choc,10/10/2023,6536.25,1126
,,Curtice Advani,UK  ,99% Dark & Pure,08/01/2023,6518.25,444
,,Barr Faughny,India,Milk Bars,02/14/2023,8628.75,94
,,Brien Boise,Australia  ,Almond Choco,10/09/2023,949.5,123
,,Gigi Bohling,New Zealand   ,Milk Bars,10/02/2023,1581.75,481
,,Kaine Padly,UK ,White Choc,02/22/2024,1190.25,1
,,Husein Augar,Australia   ,85% Dark Bars,11/22/2023,6246,345
,,Gigi Bohling,UK,85% Dark Bars,12/11/2023,7866,67
,,Gigi Bohling,India  ,Caramel Stuffed Bars,09/18/2023,4986,621
,,Oby Sorrel,USA,Fruit & Nut Bars,05/26/2023,5051.25,1507
,,Madelene Upcott,Canada   ,Almond Choco,01/03/2024,553.5,162
,,Brien Boise,India,Smooth Silky Salty,03/14/2023,909,132
,,Barr Faughny,Australia  ,Smooth Silky Salty,06/09/2023,12503.25,245
,,Roddy Speechley,India  ,Milk Bars,06/08/2023,2403,25
,,Dennison Crosswaite,UK,White Choc,02/14/2024,6144.75,130
,,Barr Faughny,New Zealand  ,Manuka Honey Choco,10/05/2023,4106.25,212
,,Jehu Rudeforth,Canada   ,Mint Chip Choco,12/25/2023,6752.25,18
,,Rafaelita Blaksland,Australia,Fruit & Nut Bars,05/16/2023,6410.25,525
,,Curtice Advani,UK  ,White Choc,07/25/2023,3568.5,231
,,Dennison Crosswaite,India,Eclairs,09/22/2023,1102.5,552
,,Ches Bonnell,New Zealand  ,Eclairs,07/14/2023,7184.25,96
,,Brien Boise,Canada ,Smooth Silky Salty,07/21/2023,6358.5,376
,,Gunar Cockshoot,Canada ,White Choc,12/21/2023,8523,299
,,Brien Boise,Australia  ,Orange Choco,04/10/2023,3440.25,514
,,Wilone O'Kielt,Canada ,Drinking Coco,04/24/2023,5877,490
,,Marney O'Breen,India  ,Spicy Special Slims,03/14/2023,3080.25,187
,,Mallorie Waber,New Zealand   ,Eclairs,06/27/2023,2056.5,172
,,Curtice Advani,Australia  ,Milk Bars,12/08/2023,1719,483
,,Gunar Cockshoot,Australia,Milk Bars,06/02/2023,2268,21
,,Ches Bonnell,Canada ,Drinking Coco,06/27/2023,6583.5,433
,,Van Tuxwell,New Zealand  ,Caramel Stuffed Bars,05/01/2023,1611,930
,,Rafaelita Blaksland,USA   ,After Nines,07/04/2023,807.75,214
,,Camilla Castle,Canada ,Milk Bars,02/12/2024,9486,2
,,Van Tuxwell,UK,White Choc,08/25/2023,2013.75,340
,,Oby Sorrel,India  ,Organic Choco Syrup,08/18/2023,1372.5,35
,,Dotty Strutley,India,70% Dark Bites,01/16/2024,594,151
,,Roddy Speechley,Canada   ,Orange Choco,02/20/2023,11121.75,133
,,Jan Morforth,USA  ,70% Dark Bites,11/23/2023,2938.5,153
,,Oby Sorrel,UK  ,Baker's Choco Chips,02/13/2024,3111.75,805
,,Mallorie Waber,UK  ,Baker's Choco Chips,03/24/2023,5899.5,76
,,Curtice Advani,Australia ,Orange Choco,04/19/2023,2610,291
,,Kelci Walkden,UK  ,Orange Choco,06/21/2023,6594.75,556
,,Rafaelita Blaksland,Australia ,Smooth Silky Salty,11/14/2023,10138.5,675
,,Mallorie Waber,Canada  ,Choco Coated Almonds,08/10/2023,4020.75,151
,,Dennison Crosswaite,UK,Fruit & Nut Bars,02/16/2024,3996,798
,,Ches Bonnell,UK,Caramel Stuffed Bars,01/01/2024,3089.25,1269
,,Dotty Strutley,UK   ,Peanut Butter Cubes,02/08/2023,6675.75,88
,,Marney O'Breen,India  ,Caramel Stuffed Bars,02/02/2024,5915.25,3
,,Kaine Padly,USA ,Spicy Special Slims,05/09/2023,6030,29
,,Jehu Rudeforth,New Zealand  ,Raspberry Choco,12/14/2023,14836.5,167
,,Husein Augar,USA ,Baker's Choco Chips,10/20/2023,3388.5,645
,,Marney O'Breen,UK,Mint Chip Choco,03/23/2023,5184,997
,,Dennison Crosswaite,USA  ,Manuka Honey Choco,08/30/2023,3746.25,138
,,Jan Morforth,India   ,White Choc,09/20/2023,1354.5,110
,,Beverie Moffet,New Zealand,White Choc,12/22/2023,5766.75,332
,,Rafaelita Blaksland,UK ,70% Dark Bites,06/01/2023,10208.25,392
,,Brien Boise,Canada ,Spicy Special Slims,02/02/2024,1514.25,413
,,Beverie Moffet,Canada,Manuka Honey Choco,06/15/2023,5397.75,414
,,Brien Boise,India ,Orange Choco,08/15/2023,7461,64
,,Madelene Upcott,USA ,Organic Choco Syrup,09/01/2023,9256.5,333
,,Brien Boise,UK ,Spicy Special Slims,09/11/2023,14357.25,80
,,Kaine Padly,India  ,Milk Bars,02/16/2024,627.75,201
,,Mallorie Waber,New Zealand  ,White Choc,03/01/2023,12906,80
,,Kelci Walkden,Australia,Drinking Coco,12/05/2023,5636.25,984
,,Karlen McCaffrey,UK  ,85% Dark Bars,07/03/2023,3939.75,106
,,Gigi Bohling,India ,Raspberry Choco,12/19/2023,9378,505
,,Jan Morforth,USA ,White Choc,12/21/2023,8914.5,756
,,Brien Boise,New Zealand ,Mint Chip Choco,07/24/2023,6369.75,171
,,Madelene Upcott,UK  ,Choco Coated Almonds,01/11/2024,5310,259
,,Curtice Advani,USA   ,Almond Choco,05/09/2023,429.75,830
,,Camilla Castle,UK ,Peanut Butter Cubes,03/27/2023,6473.25,115
,,Karlen McCaffrey,UK  ,Manuka Honey Choco,02/09/2023,528.75,428
,,Marney O'Breen,UK   ,Manuka Honey Choco,02/05/2024,3343.5,122
,,Jehu Rudeforth,New Zealand  ,Smooth Silky Salty,02/29/2024,10552.5,168
,,Andria Kimpton,USA,After Nines,11/01/2023,2628,6
,,Mallorie Waber,New Zealand   ,Fruit & Nut Bars,04/17/2023,4011.75,398
,,Andria Kimpton,India  ,Organic Choco Syrup,01/02/2024,10548,736
,,Rafaelita Blaksland,USA  ,Fruit & Nut Bars,01/10/2024,1491.75,466
,,Beverie Moffet,UK ,Drinking Coco,10/10/2023,5618.25,288
,,Marney O'Breen,India  ,Manuka Honey Choco,10/27/2023,1689.75,17
,,Barr Faughny,UK   ,Caramel Stuffed Bars,08/07/2023,717.75,1514
,,Mallorie Waber,Canada   ,Orange Choco,09/25/2023,7096.5,222
,,Husein Augar,Canada   ,Eclairs,01/29/2024,8682.75,18
,,Rafaelita Blaksland,Australia,70% Dark Bites,02/02/2024,3993.75,196
,,Camilla Castle,Australia   ,Organic Choco Syrup,12/18/2023,11065.5,75
,,Beverie Moffet,UK,Fruit & Nut Bars,07/21/2023,904.5,473
,,Roddy Speechley,Canada ,Manuka Honey Choco,11/06/2023,272.25,160
,,Beverie Moffet,UK,Caramel Stuffed Bars,10/13/2023,1356.75,678
,,Husein Augar,UK,After Nines,01/03/2024,13230,508
,,Husein Augar,UK,Mint Chip Choco,12/08/2023,769.5,35
,,Rafaelita Blaksland,Australia ,Orange Choco,05/16/2023,5271.75,125
,,Beverie Moffet,New Zealand,Peanut Butter Cubes,07/25/2023,7105.5,26
,,Curtice Advani,Canada ,50% Dark Bites,02/16/2024,9805.5,175
,,Dotty Strutley,USA ,Manuka Honey Choco,08/30/2023,2556,386
,,Gigi Bohling,UK  ,Raspberry Choco,04/21/2023,434.25,284
,,Barr Faughny,USA,85% Dark Bars,01/12/2024,420.75,816
,,Madelene Upcott,USA,Choco Coated Almonds,02/13/2024,4479.75,534
,,Jan Morforth,Canada,After Nines,04/28/2023,8163,9
,,Madelene Upcott,Australia   ,Mint Chip Choco,06/06/2023,4668.75,162
,,Beverie Moffet,USA  ,Organic Choco Syrup,04/24/2023,3732.75,535
,,Marney O'Breen,USA,Almond Choco,08/25/2023,5901.75,296
,,Husein Augar,UK   ,Almond Choco,07/21/2023,19705.5,271
,,Roddy Speechley,New Zealand ,Milk Bars,03/08/2023,2706.75,2
,,Marney O'Breen,India  ,After Nines,09/29/2023,7575.75,142
,,Mallorie Waber,UK   ,Spicy Special Slims,02/03/2023,7013.25,141
,,Jan Morforth,Australia  ,Milk Bars,10/16/2023,13664.25,332
,,Rafaelita Blaksland,USA   ,Almond Choco,01/03/2024,6615,394
,,Dotty Strutley,USA  ,Eclairs,06/27/2023,1019.25,1279
,,Brien Boise,Australia ,Eclairs,05/01/2023,2774.25,195
,,Jehu Rudeforth,Australia  ,Organic Choco Syrup,09/01/2023,6698.25,316
,,Dennison Crosswaite,Canada,Drinking Coco,09/13/2023,4866.75,307
,,Ches Bonnell,Australia ,Eclairs,12/04/2023,3386.25,707
,,Husein Augar,Canada   ,After Nines,06/16/2023,6498,131
,,Husein Augar,USA   ,Almond Choco,03/13/2023,5258.25,314
,,Gunar Cockshoot,New Zealand  ,50% Dark Bites,01/12/2024,5976,166
,,Rafaelita Blaksland,USA,Milk Bars,06/07/2023,13772.25,1
,,Andria Kimpton,New Zealand   ,White Choc,08/15/2023,2373.75,381
,,Oby Sorrel,New Zealand ,Eclairs,02/22/2023,5636.25,300
,,Dotty Strutley,Canada   ,Orange Choco,07/11/2023,7332.75,759
,,Camilla Castle,USA  ,Spicy Special Slims,10/12/2023,4410,114
,,Gigi Bohling,USA ,Almond Choco,10/09/2023,15644.25,602
,,Jan Morforth,UK,Manuka Honey Choco,05/16/2023,18789.75,105
,,Andria Kimpton,New Zealand   ,Almond Choco,10/23/2023,5953.5,403
,,Kaine Padly,UK ,70% Dark Bites,09/01/2023,465.75,503
,,Brien Boise,India,Organic Choco Syrup,09/11/2023,10982.25,8
,,Andria Kimpton,India,Orange Choco,02/16/2024,13693.5,401
,,Van Tuxwell,Canada  ,50% Dark Bites,01/22/2024,3406.5,143
,,Kelci Walkden,UK   ,70% Dark Bites,01/03/2024,8115.75,77
,,Kelci Walkden,India  ,After Nines,08/15/2023,14964.75,423
,,Camilla Castle,UK   ,Almond Choco,05/23/2023,12208.5,47
,,Brien Boise,Canada  ,70% Dark Bites,11/06/2023,9958.5,853
,,Camilla Castle,India  ,White Choc,10/30/2023,3888,515
,,Wilone O'Kielt,Australia,Raspberry Choco,01/03/2024,1386,29
,,Kaine Padly,Canada   ,Smooth Silky Salty,01/01/2024,6410.25,105
,,Husein Augar,Australia ,Spicy Special Slims,11/13/2023,2297.25,28
,,Wilone O'Kielt,New Zealand  ,Caramel Stuffed Bars,04/28/2023,5013,416
,,Jehu Rudeforth,Canada   ,Almond Choco,02/19/2024,2106,318
,,Roddy Speechley,Australia,99% Dark & Pure,01/18/2024,2137.5,312
,,Husein Augar,India ,Caramel Stuffed Bars,09/28/2023,7233.75,487
,,Roddy Speechley,Australia,85% Dark Bars,02/01/2024,4734,194
,,Oby Sorrel,India   ,Orange Choco,12/12/2023,6108.75,210
,,Barr Faughny,USA,70% Dark Bites,06/01/2023,634.5,251
,,Karlen McCaffrey,India  ,Raspberry Choco,04/10/2023,6763.5,1040
,,Curtice Advani,UK ,Milk Bars,07/10/2023,391.5,74
,,Gigi Bohling,New Zealand  ,70% Dark Bites,09/20/2023,2020.5,53
,,Kelci Walkden,Australia   ,70% Dark Bites,05/17/2023,5784.75,2081
,,Van Tuxwell,Australia   ,Spicy Special Slims,04/27/2023,1577.25,153
,,Jan Morforth,UK,Peanut Butter Cubes,02/10/2023,6887.25,129
,,Karlen McCaffrey,USA,Drinking Coco,03/17/2023,4873.5,479
,,Curtice Advani,Canada   ,Almond Choco,04/13/2023,4547.25,517
,,Madelene Upcott,India,Milk Bars,04/12/2023,1658.25,15
,,Husein Augar,Australia  ,Choco Coated Almonds,07/27/2023,14638.5,13
,,Rafaelita Blaksland,UK ,Orange Choco,07/13/2023,11529,537
,,Kelci Walkden,New Zealand,Fruit & Nut Bars,06/01/2023,12649.5,779
,,Van Tuxwell,India,Baker's Choco Chips,07/07/2023,1372.5,289
,,Brien Boise,USA,Baker's Choco Chips,05/31/2023,1478.25,223
